address;bank_account_name;bank_account_number;bank_ifsc;banner_url;categories;city;commission_pct;company_name;contact_name;country;created_at;default_lead_time_days;description;email;gst_verified;gstin;id;logo_url;metadata;min_order_value;phone;pincode;rating;reviews_count;ships_pan_india;source;source_url;state;status;updated_at;user_id;website;whatsapp
;;;;;"[""Beauty""]";Kolkata;5;Nail Art Co.;;India;2026-05-26 09:03:12.336882+00;;;support@nailart.com;false;;b908d4c2-d717-408d-a62d-d15788f0f42a;;{};;7548392018;;4.1;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:03:12.336882+00;;https://www.nailart.com;
;;;;;"[""Beauty""]";Gurgaon;5;Safe Sun;;India;2026-05-26 09:03:12.897267+00;;;info@safesun.com;false;;01cb6ee5-fe24-49bc-a29e-46720262a2c5;;{};;9292929292;;4.5;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:03:12.897267+00;;https://www.safesun.com;
;;;;;"[""Beauty""]";Mumbai;5;Herbal Essence Co.;;India;2026-05-26 09:03:13.458866+00;;;info@herbalsolutions.com;false;;f945bf12-b8e4-4e14-88ba-1c5e0ba383f8;;{};;9876543210;;4.5;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:03:13.458866+00;;https://www.herbalsolutions.com;
;;;;;"[""Beauty""]";Mumbai;5;Herbal Care Supplier;;India;2026-05-26 09:04:00.908191+00;;;info@herbalcaresupplier.com;false;;ab503aa5-7a3f-44be-a4ee-0ffe3970a153;;{};;9876543210;;4.5;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:04:00.908191+00;;https://herbalcaresupplier.com;
;;;;;"[""Beauty""]";Delhi;5;Organic Beauty Co.;;India;2026-05-26 09:04:01.520602+00;;;contact@organicbeautyco.com;false;;2a857576-0441-406d-b002-e1c0227f5c5b;;{};;9234567890;;4.8;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:04:01.520602+00;;https://organicbeautyco.com;
;;;;;"[""Beauty""]";Bangalore;5;Luxury Spa Supplies;;India;2026-05-26 09:04:02.136571+00;;;info@luxuryspasupplies.com;false;;ed36894a-0056-4efc-a2e5-ad1b5b2bf85e;;{};;9988776655;;5;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:04:02.136571+00;;https://luxuryspasupplies.com;
;;;;;"[""Beauty""]";Chennai;5;Color Magic;;India;2026-05-26 09:04:02.717502+00;;;support@colormagic.com;false;;eddf94e6-3daa-40ed-9373-e4cdcd627e99;;{};;8234567890;;4.6;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:04:02.717502+00;;https://colormagic.com;
;;;;;"[""Beauty""]";Pune;5;Serum Boutique;;India;2026-05-26 09:04:03.252575+00;;;info@serumboutique.com;false;;3330394c-d98d-4e55-8867-97b20ce01190;;{};;9191919191;;4.7;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:04:03.252575+00;;https://serumboutique.com;
;;;;;"[""Beauty""]";Ahmedabad;5;Eco Glam;;India;2026-05-26 09:04:03.783247+00;;;contact@ecoglam.com;false;;504f4b1f-a38f-4997-8e3c-b3788cb96666;;{};;8080808080;;4.9;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:04:03.783247+00;;https://ecoglam.com;
;;;;;"[""Beauty""]";Hyderabad;5;Pure Essence;;India;2026-05-26 09:04:04.333045+00;;;support@pureessence.com;false;;f3317b79-279f-49cd-893c-713bfb741801;;{};;7897897890;;4.2;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:04:04.333045+00;;https://pureessence.com;
;;;;;"[""Beauty""]";Kolkata;5;Hair Therapy Pro;;India;2026-05-26 09:04:04.884566+00;;;info@hairtherapypro.com;false;;dbcf305f-fbd0-4383-8e97-82efac4d4ca1;;{};;7666554433;;4.4;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:04:04.884566+00;;https://hairtherapypro.com;
;;;;;"[""Beauty""]";Noida;5;Skincare Essentials;;India;2026-05-26 09:04:05.435923+00;;;contact@skincareessentials.com;false;;20640e58-3351-43d4-b65f-8a087764958a;;{};;9000900090;;4.5;0;true;scraped;https://www.justdial.com/search?q=wholesale%20Beauty;;approved;2026-05-26 09:04:05.435923+00;;https://skincareessentials.com;
;;;;;"[""kitchen""]";;5;Anax Impex;;India;2026-05-26 09:08:31.09523+00;;;;false;;07a0fbc9-4fdc-45c4-aa3e-16e408304aa4;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-05-26 09:08:31.09523+00;;;
;;;;;"[""kitchen""]";;5;Intec Export India Private Limited;;India;2026-05-26 09:08:32.125792+00;;;;false;;f858d96f-c8a6-4baf-abed-93f70991e506;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-05-26 09:08:32.125792+00;;;
;;;;;"[""kitchen""]";;5;Saral Houseware Private Limited;;India;2026-05-26 09:08:33.193971+00;;;;false;;fde3fff2-dbbc-4898-8e3a-ed2bd16a7197;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-05-26 09:08:33.193971+00;;;
;;;;;"[""kitchen""]";;5;Metal Design Inc Arts;;India;2026-05-26 09:08:34.199694+00;;;;false;;5804c437-9c10-4c48-b81c-8365f27483c1;;{};;;;3.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-05-26 09:08:34.199694+00;;;
;;;;;"[""kitchen""]";;5;Vishal Metal Industries;;India;2026-05-26 09:08:34.978175+00;;;;false;;743ced7a-ae3b-4d66-b1e7-b667856d35d0;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-05-26 09:08:34.978175+00;;;
;;;;;"[""kitchen""]";;5;Mintage Steels Ltd.;;India;2026-05-26 09:08:35.776363+00;;;;false;;4daa0bf6-4c70-48e7-9d4e-ea97b0f792b0;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-05-26 09:08:35.776363+00;;;
;;;;;"[""kitchen""]";;5;Dark Hammer Art Industries Private Limited;;India;2026-05-26 09:08:36.572258+00;;;;false;;95370f7d-6e64-435d-bc15-668cad5e9712;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-05-26 09:08:36.572258+00;;;
;;;;;"[""kitchen""]";;5;Furbish Home Decor;;India;2026-05-26 09:08:37.394475+00;;;;false;;617d4075-e13e-4cb0-8589-34734f7b4746;;{};;;;4.9;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-05-26 09:08:37.394475+00;;;
;;;;;"[""kitchen""]";;5;King International;;India;2026-05-26 09:08:38.177109+00;;;;false;;55568376-f266-415b-9475-eb526648d4d5;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=kitchen+utensils;;approved;2026-05-26 09:08:38.177109+00;;;
;;;;;"[""home""]";;5;Neer Exports;;India;2026-05-26 09:11:22.217206+00;;;;false;;9b3ec2f8-e337-4a19-be04-94aabcb3199e;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-05-26 09:11:22.217206+00;;;
;;;;;"[""festive""]";;5;RC Exports;;India;2026-05-26 09:11:23.834165+00;;;;false;;9770d07f-28dc-45f7-9cc2-cbac539f8ffa;;{};;;;4.7;0;true;scraped;https://dir.indiamart.com/search.mp?ss=festive+pooja+diya;;approved;2026-05-26 09:11:23.834165+00;;;
;;;;;"[""home""]";;5;Samarpan International Private Limited;;India;2026-05-26 09:11:24.056271+00;;;;false;;766d8b0f-3b5f-41ed-a6e8-8086689abdaf;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-05-26 09:11:24.056271+00;;;
;;;;;"[""festive""]";;5;Kalastutee;;India;2026-05-26 09:11:24.916648+00;;;;false;;2b8558dc-3f17-4340-ad90-b07c9fa6258a;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=festive+pooja+diya;;approved;2026-05-26 09:11:24.916648+00;;;
;;;;;"[""home""]";;5;Bastar Arts;;India;2026-05-26 09:11:25.140461+00;;;;false;;09aeec6a-02ae-4f5b-979e-3a047b3e2184;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-05-26 09:11:25.140461+00;;;
;;;;;"[""festive""]";;5;Indian Crafts Inc;;India;2026-05-26 09:11:25.70085+00;;;;false;;8385dc3d-e893-482a-be0e-bede322493e0;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=festive+pooja+diya;;approved;2026-05-26 09:11:25.70085+00;;;
;;;;;"[""home""]";;5;Jaipur Handicrafts N Textiles Exports;;India;2026-05-26 09:11:25.980946+00;;;;false;;b3258847-51a7-4ca2-9d0f-cf1bf7a5296d;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-05-26 09:11:25.980946+00;;;
;;;;;"[""festive""]";;5;Mountain Tales;;India;2026-05-26 09:11:26.509941+00;;;;false;;af59cc9a-589e-46f9-827c-065abae19669;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=festive+pooja+diya;;approved;2026-05-26 09:11:26.509941+00;;;
;;;;;"[""home""]";;5;Murli Handicraft;;India;2026-05-26 09:11:26.77424+00;;;;false;;fba859f4-6daf-4e00-8633-b75602848a4c;;{};;;;4.7;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-05-26 09:11:26.77424+00;;;
;;;;;"[""home""]";;5;Pan World Exports;;India;2026-05-26 09:11:27.560095+00;;;;false;;3f5d1f6f-08f0-419f-ada5-94b0b6702e4c;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-05-26 09:11:27.560095+00;;;
;;;;;"[""festive""]";;5;Bharat Handicrafts;;India;2026-05-26 09:11:27.819247+00;;;;false;;65da3dcd-ab23-4485-ab3a-62deeb5eef9a;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=festive+pooja+diya;;approved;2026-05-26 09:11:27.819247+00;;;
;;;;;"[""home""]";;5;AL Faiz Exports;;India;2026-05-26 09:11:28.346625+00;;;;false;;285ae1a5-1b59-43c1-950e-8e157278a660;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-05-26 09:11:28.346625+00;;;
;;;;;"[""festive""]";;5;Medieval Edge;;India;2026-05-26 09:11:28.591902+00;;;;false;;4b772673-aed9-4448-a06b-5d6893f2d0e3;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=festive+pooja+diya;;approved;2026-05-26 09:11:28.591902+00;;;
;;;;;"[""home""]";;5;High Standard Products;;India;2026-05-26 09:11:29.112411+00;;;;false;;52517dab-8345-4c49-84c2-66df90365dd9;;{};;;;3.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-05-26 09:11:29.112411+00;;;
;;;;;"[""festive""]";;5;Handicraft Hub India;;India;2026-05-26 09:11:29.367041+00;;;;false;;9ca3fcdf-e1ed-46f9-87e7-c4b099a185ae;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=festive+pooja+diya;;approved;2026-05-26 09:11:29.367041+00;;;
;;;;;"[""festive""]";;5;Aaradhya Enterprises;;India;2026-05-26 09:11:30.138873+00;;;;false;;dbd76c59-4fda-42b7-a686-fc481e7c36dc;;{};;;;5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=festive+pooja+diya;;approved;2026-05-26 09:11:30.138873+00;;;
;;;;;"[""home""]";;5;Artgoers India Private Limited;;India;2026-05-26 09:11:30.410013+00;;;;false;;24c2c39e-efb0-4b9c-8dba-2484c0df9418;;{};;;;4.8;0;true;scraped;https://dir.indiamart.com/search.mp?ss=home+decor;;approved;2026-05-26 09:11:30.410013+00;;;
;;;;;"[""festive""]";;5;Mishita Collections;;India;2026-05-26 09:11:30.91771+00;;;;false;;212589e9-5fdf-46a7-afbd-b94ab540596e;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=festive+pooja+diya;;approved;2026-05-26 09:11:30.91771+00;;;
;;;;;"[""fashion""]";;5;Ayna Fashion Industry;;India;2026-05-26 09:16:40.707728+00;;;;false;;f3e32034-134a-4c19-a27a-46b782f85514;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:40.707728+00;;;
;;;;;"[""fashion""]";;5;Bhadani Export Inc;;India;2026-05-26 09:16:42.08446+00;;;;false;;84a3ee6c-170b-47ec-83f1-3e7ca7d63dc0;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:42.08446+00;;;
;;;;;"[""fashion""]";;5;Jay Enterprise;;India;2026-05-26 09:16:43.201987+00;;;;false;;94ffe585-1435-48b7-8f7f-4493b06a944d;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:43.201987+00;;;
;;;;;"[""fashion""]";;5;Sunshine International;;India;2026-05-26 09:16:44.292349+00;;;;false;;94dba749-f60e-4f6e-be70-2b4ea66f1b63;;{};;;;4.3;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:44.292349+00;;;
;;;;;"[""fashion""]";;5;Sudhhz;;India;2026-05-26 09:16:45.41171+00;;;;false;;6729326b-de97-4dd1-921c-df9aec244a6c;;{};;;;4.6;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:45.41171+00;;;
;;;;;"[""fashion""]";;5;Teej India Textiles;;India;2026-05-26 09:16:46.474603+00;;;;false;;f6553228-6fe3-4870-a32a-e68386cd8b43;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:46.474603+00;;;
;;;;;"[""fashion""]";;5;Hastkala;;India;2026-05-26 09:16:47.499485+00;;;;false;;b0e0d1ab-27ca-4e4d-b405-8264f3bfadb5;;{};;;;4.7;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:47.499485+00;;;
;;;;;"[""fashion""]";;5;Blue Needle Exports;;India;2026-05-26 09:16:48.538309+00;;;;false;;00334c5b-a6cb-4f65-8c95-f190934c2da3;;{};;;;4.5;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:48.538309+00;;;
;;;;;"[""fashion""]";;5;D G Prints Fab;;India;2026-05-26 09:16:49.573881+00;;;;false;;09d25088-e5ce-42de-86e4-dd50e827ff3a;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:49.573881+00;;;
;;;;;"[""fashion""]";;5;Fabzone;;India;2026-05-26 09:16:50.609098+00;;;;false;;2209f45c-4ca5-4f1f-8385-238a6bc3252e;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=fashion+apparel+clothing;;approved;2026-05-26 09:16:50.609098+00;;;
;;;;;"[""tech""]";;5;Baba Barfani Exports Private Limited;;India;2026-05-26 09:21:18.885618+00;;;;false;;c6698d55-cc08-4c4f-8e74-31344588cf0a;;{};;;;3.6;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:18.885618+00;;;
;;;;;"[""tech""]";;5;Ravi Exports;;India;2026-05-26 09:21:20.041282+00;;;;false;;2bc757dc-6bde-4a0e-8571-bf9883270e7c;;{};;;;4.2;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:20.041282+00;;;
;;;;;"[""tech""]";;5;Go Green Non Woven Bags;;India;2026-05-26 09:21:21.128345+00;;;;false;;27227d0d-70fb-4964-930d-8c4d6de72b79;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:21.128345+00;;;
;;;;;"[""tech""]";;5;Fashion Mart;;India;2026-05-26 09:21:22.174605+00;;;;false;;16b4eafd-2ff0-4fe1-97c6-682357aa1993;;{};;;;4.4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:22.174605+00;;;
;;;;;"[""tech""]";;5;Ara India;;India;2026-05-26 09:21:23.375288+00;;;;false;;f6367a8e-b0b7-4c26-801f-af4841c2d8a2;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:23.375288+00;;;
;;;;;"[""tech""]";;5;Dust N Shine;;India;2026-05-26 09:21:24.624459+00;;;;false;;d2ceb5a5-6f57-4b72-8a3f-8e83b33be7e7;;{};;;;4.1;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:24.624459+00;;;
;;;;;"[""tech""]";;5;AV Retail Pvt. Ltd.;;India;2026-05-26 09:21:25.747482+00;;;;false;;86671389-88af-4298-ade0-322a17a11742;;{};;;;4;0;true;scraped;https://dir.indiamart.com/search.mp?ss=mobile+accessories;;approved;2026-05-26 09:21:25.747482+00;;;
