ai_generated_data;category;compare_at_price;cost_price;created_at;description;exchange_window_days;id;images;inventory_count;is_active;is_exchangeable;is_returnable;menu_meta;price;reorder_level;return_window_days;seo_description;seo_title;short_description;sku;store_id;tags;tax_rate;title;updated_at;variants
"{""highlights"":[""Lifelike sleeping kitten design"",""Soft, realistic fur texture"",""Cozy plush bed included"",""Perfect for home or office decor"",""Great gift for cat enthusiasts"",""Adds tranquility to any space""],""product_type"":""physical""}";Home Decor;399.00;100.00;2026-05-24 08:29:58.975585+00;Bring a touch of cozy charm to your home with this adorable sleeping kitten showpiece. Crafted with soft, lifelike fur in white and ginger tones, this figurine depicts a peaceful cat curled up in a plush, textured bed. Its realistic appearance and serene posture make it a delightful decorative accent for any room. Perfect for cat lovers or as a thoughtful gift, it adds warmth and a sense of tranquility to your desk, shelf, or bedside table. Enjoy the comforting presence of a purr-fectly sleeping feline without any of the responsibilities!;7;c1bcb9df-830f-4159-a1ae-525bddef3262;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/44ca7184-1674-4d7c-b6d3-a95337ae777b/356318cc-8f52-46ef-973f-c7e3e8da7555.jpg""]";5;true;true;true;{};319.00;0;7;Discover the charming sleeping kitten showpiece from V2 Gifts Gallery. Realistic fur and plush bed make it a perfect decorative accent or gift for cat lovers. Order now!;Adorable Sleeping Kitten Showpiece - V2 Gifts Gallery;Realistic sleeping kitten showpiece in a plush bed.;;3abc0b86-1a7f-4ceb-b52b-2164f84124ee;"[""Sleeping Cat"",""Kitten Showpiece"",""Decorative Figurine"",""Animal Decor"",""Lifelike Cat"",""Home Decor Gift"",""Cute Animal"",""Plush Cat""]";0.00;Adorable Sleeping Kitty Showpiece;2026-05-24 08:35:56.388154+00;[]
"{""highlights"":[""Unique swan couple heart design"",""Elegant gold and black finish"",""Adds modern flair to any room"",""Perfect for gifting on special occasions"",""Versatile decorative accent""],""product_type"":""physical""}";Home Decor;899.00;210.00;2026-05-24 08:37:14.725827+00;Adorn your home with this exquisite and modern decorative vase, featuring a captivating design of two swans forming a heart shape. Crafted with a rich gold and black finish, this piece adds a touch of sophistication to any decor. Perfect for showcasing a single blossom or simply as a standalone artistic statement. Its unique shape and symbolic swans make it an ideal gift for weddings, anniversaries, or housewarmings, symbolizing love and companionship. Enhance your living room, bedroom, or office with this charming and eye-catching accent.;7;58719096-594a-46ac-a1ad-2beeee9b0a6c;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/44ca7184-1674-4d7c-b6d3-a95337ae777b/8dbbfcd8-71e5-4a2b-9e81-b2919bb50097.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/44ca7184-1674-4d7c-b6d3-a95337ae777b/27615354-1ad4-4083-a060-9e0eba71c8cd.jpg""]";6;true;true;true;{};602.00;0;7;Buy this elegant gold and black decorative vase featuring a swan couple design for your living room, bedroom, or as a thoughtful gift.;Elegant Swan Couple Decorative Vase for Home Decor;Stylish gold & black vase with swan heart design.;;3abc0b86-1a7f-4ceb-b52b-2164f84124ee;"[""Decorative Vase"",""Home Decor"",""Swan Statue"",""Gold Black Decor"",""Modern Vase"",""Gift Item"",""Tabletop Decor"",""Artistic Showpiece""]";0.00;Elegant Swan Couple Decorative Vase;2026-05-24 08:37:14.725827+00;[]
"{""highlights"":[""Adorable couple figurine inside"",""Charming glitter effect"",""Lovely heart balloon design"",""\""It's so cute\"" message"",""Perfect for gifting loved ones"",""Adds whimsy to any space""],""product_type"":""physical""}";Home Decor;899.00;0.00;2026-05-24 08:44:26.632927+00;"Celebrate love and cuteness with this adorable snow globe featuring a sweet couple figurine. Encased in a clear glass dome, the charming figures are surrounded by a sprinkle of glitter, creating a magical scene. The sturdy blue base is adorned with lovely pink heart-shaped balloons and the endearing message ""It's so cute."" This snow globe is a perfect gift to express affection for your partner, friend, or family member, adding a touch of romance and whimsy to any desk, shelf, or bedside table. A delightful keepsake for special occasions like anniversaries or Valentine's Day.";7;ab8ddf46-b3cc-4816-93b4-d12c09b63b9f;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/44ca7184-1674-4d7c-b6d3-a95337ae777b/aa2ec8c7-0a41-4faf-87e6-6d5db86a10e0.jpg""]";10;true;true;true;{};584.00;0;7;Discover our adorable couple snow globe with heart accents. An ideal romantic gift and cute decoration for any special occasion.;Cute Couple Snow Globe - Perfect Romantic Gift;Adorable snow globe featuring a cute couple and heart balloons.;;3abc0b86-1a7f-4ceb-b52b-2164f84124ee;"[""Snow Globe"",""Couple Gift"",""Romantic Gift"",""Cute Decoration"",""Love Keepsake"",""Valentine Gift"",""Anniversary Gift"",""Home Decor""]";0.00;Cute Couple Love Snow Globe;2026-05-24 08:44:26.632927+00;[]
"{""highlights"":[""Dual function: Mirror & Photo Frame"",""Illuminates your favorite photo"",""Sleek and modern design"",""Perfect for gifting"",""Creates a magical ambiance"",""Easy to use""],""product_type"":""physical""}";other;799.00;0.00;2026-05-24 08:47:32.134081+00;Transform your cherished memories into a magical display with this innovative Magic Mirror Photo Frame. When switched off, it functions as a sleek, reflective mirror, seamlessly blending with any decor. Turn it on, and watch as your favorite photograph illuminates from within, creating a stunning visual effect. Perfect for showcasing special moments, it adds a touch of enchantment to bedrooms, living rooms, or office desks. An ideal gift for birthdays, anniversaries, or special occasions, creating lasting impressions and sparking joy.;7;ea928826-f9fa-4f2e-b09e-87c2cbf280be;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/44ca7184-1674-4d7c-b6d3-a95337ae777b/7b694048-85bb-4e52-aed2-2315403cda5b.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/44ca7184-1674-4d7c-b6d3-a95337ae777b/2fa2e5e3-1a83-4bfe-8713-a6814c0e170d.jpg""]";5;true;true;true;{};559.00;0;7;Discover the Magic Mirror Photo Frame, a unique gift that transforms from a mirror to an illuminated photo display. Perfect for gifting loved ones.;Magic Mirror Photo Frame - Illuminated Display Gift;Dual-function mirror and an illuminated photo frame.;;3abc0b86-1a7f-4ceb-b52b-2164f84124ee;"[""Magic Mirror Frame"",""LED Photo Frame"",""Personalized Gift"",""Romantic Gift"",""Home Decor"",""Tabletop Frame"",""Anniversary Gift"",""Birthday Gift""]";0.00;Magic Mirror Photo Frame;2026-05-24 15:38:17.550474+00;[]
"{""allergens"":""Dairy (Mozzarella), May contain traces of nuts if prepared in a shared facility."",""highlights"":[""Fresh, vibrant, and colorful"",""Creamy mozzarella pearls"",""Aromatic fresh basil"",""Rich in vitamins & antioxidants"",""Light and satisfying meal"",""Convenient and ready-to-eat""],""ingredients"":""Green Lettuce, Cherry Tomatoes, Yellow Bell Pepper, Red Bell Pepper, Orange Bell Pepper, Red Cabbage, Fresh Basil Leaves, Mozzarella Cheese (pearls), Olive Oil (assumed dressing component), Salt, Black Pepper."",""nutritional_info"":""Approximate per 100g: Calories 150-200, Protein 8-12g, Carbohydrates 10-15g, Fat 8-12g, Fiber 3-5g. (Specific values can vary based on dressing and exact proportions)."",""product_hint"":""Rainbow Chopped Salad with Basil & Mozzarella"",""product_type"":""food"",""shelf_life"":""3-4 days (Refrigerated)""}";food;;0.00;2026-05-25 08:35:07.039762+00;Indulge in Bowlvita's vibrant Rainbow Basil Mozzarella Salad, a symphony of fresh flavors and textures. This wholesome salad features crisp green lettuce, juicy cherry tomatoes, sweet bell peppers, red cabbage, and aromatic basil leaves, all tossed together with creamy, bite-sized mozzarella pearls. A perfect blend of nutrition and taste, it makes for a refreshing meal or a delightful side dish. Packed with vitamins and antioxidants, this colorful salad offers a delicious way to enjoy a healthy lifestyle. Experience the goodness of farm-fresh ingredients in every spoonful.;7;fdaa5978-1f08-4db8-80d2-faa383eb1684;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/cf21a109-ed09-4fd0-9084-adf318874d4e/ffa7dad1-5f6b-4748-95fc-38abe0674a55.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/cf21a109-ed09-4fd0-9084-adf318874d4e/4d6c9267-a8ea-4295-b761-5ea5519f5077.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/cf21a109-ed09-4fd0-9084-adf318874d4e/7506b718-a203-4531-a8c2-f070f8b3ca1e.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/cf21a109-ed09-4fd0-9084-adf318874d4e/834ddbc8-8c6e-40d2-8c46-26968df21a31.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/cf21a109-ed09-4fd0-9084-adf318874d4e/71db522e-e5dd-42e8-a399-5f20a8b28c94.jpg""]";9;true;true;true;"{""diet"":""veg"",""prep_minutes"":10,""spice_level"":0}";299.00;0;7;Discover Bowlvita's Rainbow Basil Mozzarella Salad. A vibrant mix of fresh greens, bell peppers, tomatoes, basil, and creamy mozzarella pearls. Perfect for a healthy meal.;Rainbow Basil Mozzarella Salad - Fresh & Healthy;Vibrant, fresh salad with mozzarella, basil, and mixed veggies.;;5d0e9d32-975d-4b39-a347-0fd2dea3ceda;"[""salad"",""rainbow salad"",""mozzarella"",""basil"",""healthy food"",""vegetarian"",""fresh salad"",""gourmet salad""]";0.00;Rainbow Basil Mozzarella Salad;2026-05-25 08:36:56.921071+00;[]
"{""care_instructions"":""Dry Clean Only"",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Luxurious Banarasi Silk Fabric"",""Intricate Golden Zari Weaving"",""Vibrant Pink Color"",""Traditional Indian Motifs"",""Perfect for Festive Occasions"",""Elegant Drape and Feel""],""material"":""Banarasi Silk"",""product_hint"":""Banarsi silk sari"",""product_type"":""fashion""}";fashion;;0.00;2026-05-26 09:37:23.978083+00;Drape yourself in the timeless elegance of this exquisite pink Banarasi silk saree. Handwoven with intricate golden zari work, it features traditional motifs that reflect India's rich textile heritage. The luxurious silk fabric drapes beautifully, offering comfort and a regal look for any special occasion. Perfect for weddings, festivals, or grand celebrations, this saree ensures you stand out with its vibrant color and opulent design. Experience the blend of tradition and sophistication with this must-have addition to your wardrobe.;7;da8e1e3e-6231-4d07-b4e0-add4d4f51741;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/2e1771a2-2f41-484f-a557-9a580d410543/2ef38478-35e0-44ff-b76a-ad51058592dd.jpg""]";10;true;true;true;{};7999.00;0;7;Buy stunning pink Banarasi silk saree with intricate golden zari work. Perfect for weddings, festivals, and special occasions. Shop now at Hardik Store.;Pink Banarasi Silk Saree with Zari Work | Hardik Store;Luxurious pink Banarasi silk saree with intricate golden zari work.;;9d6f2384-af2c-45f1-96ed-8e597aca2f4c;"[""Banarasi Saree"",""Silk Saree"",""Pink Saree"",""Zari Work"",""Indian Traditional"",""Wedding Saree"",""Festival Wear"",""Ethnic Wear""]";0.00;Stunning Pink Banarasi Silk Saree;2026-05-26 09:49:59.488543+00;[]
"{""care_instructions"":""First Wash Dry clean. Then hand wash with mild detergent to preserve fabric and print."",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Pure Maheshwari Silk fabric"",""Authentic Hand-done Ajrakh prints"",""Vibrant green body with intricate patterns"",""Rich black pallu with tree-of-life motifs"",""Lightweight and comfortable drape"",""Traditional Indian craftsmanship""],""material"":""Maheshwari Silk"",""product_hint"":""Maheshwari Silk Saree with Hand done Ajrakh print "",""product_type"":""fashion"",""product_videos"":[]}";sarees;4999.00;1780.00;2026-05-27 10:20:22.865485+00;Drape yourself in the timeless elegance of this exquisite Maheshwari Silk Saree, featuring intricate hand-done Ajrakh block prints. The vibrant green body of the saree showcases delicate motifs, perfectly complemented by a rich black pallu adorned with striking white tree-of-life patterns and traditional red borders. Crafted from luxurious Maheshwari silk, known for its lightweight feel and subtle sheen, this saree promises both comfort and sophistication. Ideal for festive occasions, cultural events, or a refined everyday look, it brings a touch of traditional Indian artistry to your wardrobe.;7;0556592d-a6d2-4ad0-a681-4f1cae0c411b;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/b083974a-16db-4e05-be15-54ed6b7f6a2b.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/9077ccb0-caed-4603-aefe-09272ce0fa45.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/eb1bba94-733d-463f-bffc-3bb3c4161e6c.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/6763d4be-6376-49a6-a841-3c4c657d432d.jpg""]";17;true;true;true;{};3749.00;2;7;Discover our stunning Maheshwari Silk Saree with authentic hand-done Ajrakh block prints. Perfect for festive and special occasions.;Maheshwari Silk Saree - Hand-printed Ajrakh Design;Elegant Maheshwari silk saree with handcrafted Ajrakh block prints.;BSH-00101;6cdeb4fd-d936-4241-bf7d-f3843048a703;"[""Maheshwari Silk Saree"",""Ajrakh Print"",""Handloom Saree"",""Traditional Indian Wear"",""Ethnic Fashion"",""Block Print Saree"",""Festive Saree"",""Silk Saree""]";0.00;Maheshwari Silk Ajrakh Print  Saree;2026-07-02 04:30:25.345701+00;"[{""name"":""Red"",""values"":[""3750""]},{""name"":""Yellow"",""values"":[]}]"
"{""care_instructions"":""Dry Clean Recommended"",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Pure Lavender Moonga Silk"",""Intricate Silk Jaquard Weave"",""Luxurious & Breathable Fabric"",""Elegant Traditional Design"",""Ideal for Summers & Occasions"",""Handloom Craftsmanship""],""material"":""Pure Moonga Silk with Silk Thread Jaquard"",""product_hint"":""Pure Lavender Banarsi Moonga silk In Silk thread Jaquard Natural fabric elegant saree great breathable for summers"",""product_type"":""fashion"",""product_videos"":[]}";Sarees;5999.00;2100.00;2026-05-27 15:27:17.023951+00;Drape yourself in elegance with our Pure Lavender Banarsi Moonga Silk Saree, embodying timeless Indian craftsmanship. This stunning saree is meticulously woven with exquisite silk thread Jaquard patterns, offering a luxurious texture and captivating shimmer. Made from natural, breathable Moonga silk, it promises comfort even during warm Indian summers, making it perfect for day-long events or special occasions. The vibrant lavender hue, complemented by intricate silver (or golden-silver toned, visually) zari work, creates a regal yet delicate appeal. Experience the blend of tradition and comfort with this exquisitely crafted Banarasi masterpiece from Indilipi.;7;878995c5-dbac-4ce3-a4b7-3d6537d3d4fa;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/48903040-9e71-44a3-8570-184013aa5100.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/34b92a7b-3b3a-41ea-9ed9-b0ed0fe5a673.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/b530fb23-21b5-409b-91e0-a6f8c6726f75.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/58e07f49-070f-4154-bcf5-faa6ab97e3bc.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/33646ecf-5d0f-425f-9981-91996b602d98.jpg""]";8;true;true;true;{};4799.00;2;7;Shop the exquisite Lavender Banarsi Moonga Silk Saree from Indilipi. Featuring silk thread Jaquard work and natural breathable fabric, perfect for Indian summers.;Pure Lavender Banarsi Moonga Silk Saree | Indilipi;Elegant Lavender Banarsi Moonga Silk Saree with intricate Jaquard work.;BNS-RMSE00101;6cdeb4fd-d936-4241-bf7d-f3843048a703;"[""Banarsi Saree"",""Moonga Silk"",""Lavender Saree"",""Jaquard Weave"",""Traditional Indian Wear"",""Summer Saree"",""Party Wear Saree"",""Indilipi Fashion""]";0.00;Lavender Banarsi Moonga Silk Saree;2026-07-02 04:30:02.105441+00;[]
"{""care_instructions"":""Dry Clean Recommended"",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Authentic Maheshwari Silk fabric"",""Hand-done traditional Ajrakh prints"",""Lightweight and comfortable drape"",""Striking black and off-white patterns"",""Ideal for festive and casual occasions"",""Elegant woven border details""],""material"":""Maheshwari Silk"",""product_hint"":""Maheshwari Silk Saree with Hand done Ajrakh print "",""product_type"":""fashion"",""product_videos"":[]}";Sarees;4999.00;1780.00;2026-05-31 12:31:10.157728+00;Drape yourself in the timeless elegance of this Maheshwari Silk Saree, meticulously adorned with traditional Ajrakh hand block prints. The exquisite black and off-white patterns create a striking visual appeal, making it perfect for both festive occasions and sophisticated daily wear. Crafted from luxurious Maheshwari silk, known for its fine texture and lightweight feel, this saree offers unparalleled comfort and graceful drape. The intricate woven borders add a touch of classic charm, ensuring you stand out with understated beauty. Celebrate Indian heritage with this artful fusion of traditional craftsmanship and contemporary style, promising comfort and elegance all day long.;7;67fed6de-9e2e-491e-9378-5de70e00615e;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/5269778e-2dc0-4644-b891-c791b2fee104.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/9993551b-ee02-4451-b6b2-ae0c7bada4de.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/189c4923-3603-46da-a229-c0060466c598.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/9b5d5645-056c-46bc-a24f-96b4ed550ec7.jpg""]";49;true;true;true;{};3750.00;10;7;Discover the exquisite Maheshwari Silk Saree featuring authentic hand-done Ajrakh prints. Perfect for elegance and comfort. Shop now at Indilipi.;Maheshwari Silk Saree with Hand Ajrakh Print - Indilipi;Elegant Maheshwari silk saree with intricate Ajrakh hand block prints.;;6cdeb4fd-d936-4241-bf7d-f3843048a703;"[""Maheshwari Saree"",""Ajrakh Print"",""Silk Saree"",""Handloom"",""Traditional Indian Wear"",""Ethnic Saree"",""Black and White Saree"",""Occasion Wear""]";0.00;Maheshwari Ajrakh Print Saree;2026-07-02 04:30:14.867914+00;[]
"{""care_instructions"":""First Wash Dry clean. Then hand wash with mild detergent to preserve fabric and print."",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Authentic Hand-done Ajrakh Print"",""Luxurious Maheshwari Silk"",""Elegant Sheen and Crisp Fabric"",""Perfect for Festive & Cultural Events"",""Traditional Indian Craftsmanship"",""Comfortable and Graceful Drape""],""material"":""Maheshwari Silk"",""product_hint"":""Maheshwari Silk Saree with Hand done Ajrakh print with sheen and crisp silk fabric"",""product_type"":""fashion"",""product_videos"":[]}";sarees;4999.00;1780.00;2026-05-31 14:06:37.535155+00;Drape yourself in the exquisite craftsmanship of this Maheshwari Silk Saree, adorned with authentic hand-done Ajrakh print. The fabric boasts a subtle sheen and a crisp texture, characteristic of high-quality Maheshwari silk, offering both luxurious feel and graceful drape. The intricate, traditional Ajrakh patterns in contrasting colors add a touch of artisanal elegance, making it perfect for festive occasions, cultural gatherings, or an elevated everyday look. Experience comfort, heritage, and timeless style with this unique piece.;7;9eb88e35-9728-40e7-a6de-57339e4a5d31;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/9b2ead5c-f402-40b0-b554-1519c3c17958.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/43f0d380-fee7-4ccf-a271-62930dd89e3a.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/4db56ef7-5b7c-439a-a94c-637d15a85ec4.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/a91941b2-193d-4068-97b3-4a2201210242.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/c8644a0f-1531-4862-a85b-7fab6cd68199.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/c7d02eed-536d-4ed2-99ac-8fe34c06a192.jpg""]";6;true;true;true;{};3749.00;2;7;Discover the exquisite Maheshwari Silk Saree featuring authentic hand-done Ajrakh print. Perfect for Indian festive wear and cultural occasions. Shop at Indilipi.;Maheshwari Silk Saree with Hand Ajrakh Print | Indilipi;Elegant Maheshwari Silk Saree with hand-done Ajrakh print and a beautiful sheen.;;6cdeb4fd-d936-4241-bf7d-f3843048a703;"[""Maheshwari Saree"",""Ajrakh Print"",""Silk Saree"",""Handloom Saree"",""Indian Ethnic Wear"",""Traditional Saree"",""Festive Saree"",""Printed Saree""]";0.00;Maheshwari Ajrakh Silk Saree;2026-07-03 09:35:17.282792+00;[]
"{""care_instructions"":""Dry Clean Recommended"",""fit_type"":""Regular Fit"",""gender"":""Women"",""highlights"":[""Pure Banarsi Moonga Silk"",""Intricate Copper & Silver Zari"",""Breathable Natural Fabric"",""Elegant Violet Hue"",""Ideal for Summer Wear"",""Luxurious Handloom Craft""],""material"":""Banarsi Moonga Silk with Copper and Silver Zari"",""product_hint"":""Banarsi Moonga silk In COpper and silver thread Jaquard Natural fabric elegant saree great breathable for summers"",""product_type"":""fashion"",""product_videos"":[]}";Sarees;5999.00;2102.00;2026-06-01 11:55:19.59432+00;Drape yourself in timeless elegance with this exquisite Banarsi Moonga silk saree from Indilipi. Woven with intricate copper and silver thread jacquard, this natural fabric saree offers luxurious comfort and breathability, making it perfect for summer festivities and special occasions. The rich violet hue is beautifully complemented by the shimmering metallic motifs, adding a touch of traditional grandeur. Experience the blend of classic craftsmanship and contemporary style, ensuring you stand out with grace and sophistication.;7;ca81a222-d0ed-4018-bc1d-776ce18b649a;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/c572b8dd-1a2e-4b02-aae1-a3fdbbd58bb7.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/f1a3519d-cd79-4206-b995-0f9a4eb76dee.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/73a9df30-2070-4f8e-b466-303c0bd5f73e.jpg"",""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/1c6bef8e-42e5-4cea-a1d2-9d15fd74fa14/dfd6929d-8c0d-4029-9535-807ba8248ce6.jpg""]";0;true;true;true;{};4799.00;2;7;Shop elegant violet Banarsi Moonga silk saree with copper and silver zari work. Perfect for Indian festivities and summer comfort.;Violet Banarsi Moonga Silk Saree - Indilipi;Elegant violet Banarsi Moonga silk saree with copper-silver zari.;BNS-RMSE00102;6cdeb4fd-d936-4241-bf7d-f3843048a703;"[""Banarsi Saree"",""Moonga Silk"",""Zari Work"",""Traditional Saree"",""Indian Fashion"",""Summer Saree"",""Violet Saree"",""Handloom""]";0.00;Regal Violet Banarsi Moonga Saree;2026-07-14 08:32:53.529855+00;[]
"{""food"":{""allergens"":""Contains milk. May contain traces of nuts and soy due to shared equipment."",""ingredients"":""Brewed Arabica Coffee, Milk (Cow's milk), Water"",""nutritional_info"":""Approximate values per serving (200ml): Calories 120-180, Protein 6-8g, Fat 6-10g, Carbohydrates 8-12g. (Exact values may vary depending on milk type and sugar addition)"",""shelf_life"":""Best consumed within 15 minutes of preparation""},""highlights"":[""Premium Arabica coffee beans"",""Expertly crafted latte art"",""Rich, velvety smooth texture"",""Perfect for a cozy break"",""Ethically sourced ingredients""],""product_hint"":""Coffee"",""product_type"":""food"",""product_videos"":[]}";Coffee & Beverages;50.00;10.00;2026-06-02 10:00:17.572578+00;Indulge in the exquisite charm of our Artisanal Latte, a true masterpiece crafted with precision and passion. Each cup is brewed from ethically sourced, premium Arabica coffee beans, delivering a rich, velvety body and a nuanced flavor profile. The delicate latte art showcases the skill of our baristas, turning every sip into an experience. Enjoy a moment of luxurious calm, ideal for starting your day or a midday escape. Its comforting aroma and smooth finish will awaken your senses and uplift your spirit.;7;6883232e-4650-4704-bfc7-cf42ffe5a46d;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/77d3aa7b-5fea-4270-a141-c56b0fad9cf3/3a5391ef-aa10-4e3c-ac74-71cc54dcaf0a.jpg""]";99;true;true;true;{};50.00;0;7;Experience the exquisite taste of LipSip Cafe's Artisanal Latte. Crafted with premium Arabica beans and beautiful latte art for a perfect coffee moment.;Artisanal Latte - Rich & Velvety Coffee Experience;Handcrafted latte with beautiful art, rich Arabica coffee.;;17fc6fa6-1d54-4bd9-9795-39ff472f151c;"[""Latte"",""Coffee"",""Arabica"",""Hot Beverage"",""Café"",""Artisanal Coffee"",""Specialty Coffee"",""Indian Coffee""]";0.00;Coffee;2026-06-02 10:04:31.578227+00;"[{""name"":""Small"",""values"":[{""images"":[],""value"":""30"",""videos"":[]}]},{""name"":""Medium"",""values"":[{""images"":[],""value"":""45"",""videos"":[]}]},{""name"":""Large"",""values"":[{""images"":[],""value"":""50"",""videos"":[]}]}]"
"{""highlights"":[],""product_hint"":""Pasta"",""product_type"":""food"",""product_videos"":[]}";;100.00;15.00;2026-06-02 10:01:51.471713+00;Penne Pasta;7;33831fbd-df6e-4326-8a89-20707cf6e52c;"[""https://qxeyndsvkfsmkilkzmuc.supabase.co/storage/v1/object/public/product-images/77d3aa7b-5fea-4270-a141-c56b0fad9cf3/36e24514-05a3-4485-8d58-515d6c673854.jpg""]";98;true;true;true;{};100.00;0;7;;;Pasta;;17fc6fa6-1d54-4bd9-9795-39ff472f151c;[];5.00;Pasta;2026-06-02 16:25:06.809671+00;[]
