action_key;created_at;expires_at;hits;key;response
generate-product;2026-05-24 08:10:21.001672+00;2026-05-25 08:10:20.758+00;0;946810f566c56738682699c52f782a634bdba55ead2bc16eb6648d0f93276e4a;"{""category"":""other"",""description"":""Adorn your living space with this exquisite vintage-style wall clock, featuring a rich brown and white color scheme with a beautifully embossed frame. The ornate detailing adds a touch of classic sophistication to any room, making it a perfect decorative piece for your home or office. Its clear, large numerals ensure easy readability from a distance, combining functionality with timeless aesthetic appeal. This clock is ideal for enhancing your interior décor while keeping track of time with a touch of elegance."",""highlights"":[""Vintage ornate design"",""Clear, large numerals"",""Elegant brown and white finish"",""Enhances home decor"",""Durable construction""],""metadata"":{},""product_type"":""physical"",""seoDescription"":""Buy an elegant vintage round wall clock with a beautiful embossed frame. Perfect for home decor and gifting. Elevate your space with classic style."",""seoTitle"":""Vintage Brown & White Ornate Wall Clock for Home"",""shortDescription"":""Stylish vintage wall clock with ornate brown frame."",""suggestedPrice"":899,""tags"":[""Wall Clock"",""Vintage Clock"",""Home Decor"",""Decorative Clock"",""Antique Style"",""Office Clock"",""Gift Item""],""title"":""Elegant Vintage Round Wall Clock""}"
generate-product;2026-05-24 08:16:37.39296+00;2026-05-25 08:16:37.25+00;0;bd226a89ad03867ee171b34e3ae4430e4cfe2d0abc49f140b89c9ad2065cc14c;"{""category"":""Home Decor"",""description"":""Transform any room into a breathtaking galaxy with this unique Astronaut Nebula Star Projector. Featuring a stunning astronaut design, this projector casts vibrant nebulae and twinkling stars across your walls and ceiling, creating a mesmerizing cosmic atmosphere. It comes with a convenient remote control allowing you to effortlessly adjust nebula colors, brightness, speed, and star patterns. Perfect for unwinding, setting a romantic mood, or adding a touch of wonder to a child's bedroom. Easy to use and a fantastic gift for space enthusiasts of all ages."",""highlights"":[""Astronaut design enhances room aesthetic."",""Projects vibrant nebulae and starry skies."",""Full control with included remote."",""Adjustable nebula colors and star brightness."",""Creates a relaxing and magical ambiance."",""Ideal gift for space lovers.""],""metadata"":{},""product_type"":""physical"",""seoDescription"":""Experience a cosmic journey with our Astronaut Nebula Star Projector. Features adjustable colors, brightness, and remote control. Perfect for home decor and gifts."",""seoTitle"":""Astronaut Nebula Star Projector - V2 Gifts Gallery"",""shortDescription"":""Astronaut-shaped projector for stunning nebula and star displays."",""suggestedPrice"":1999,""tags"":[""Star Projector"",""Nebula Light"",""Astronaut Lamp"",""Galaxy Projector"",""Night Light"",""Room Decor"",""Gift for Kids"",""Remote Control""],""title"":""Astronaut Nebula Star Projector""}"
generate-product;2026-05-24 08:20:18.958878+00;2026-05-25 08:20:18.861+00;0;6908470464649097c43f261665fb4d0a3621c4d0cd5f37d3990897fd9a3f39fd;"{""category"":""Gifts & Hampers"",""description"":""Surprise your beloved with this enchanting Romantic Gift Box Set, perfect for expressing your heartfelt emotions. It includes a delightful wooden box with four engraved heart-shaped messages, a cuddly teddy bear and soap rose flowers housed in a charming heart-shaped tin, and a romantic greeting card that reads, \""You know how you make me feel?\"". This curated collection is ideal for anniversaries, Valentine's Day, birthdays, or just to show someone special how much you care. Each element is designed to create a memorable and cherished moment, bringing a smile to their face and warmth to their heart."",""highlights"":[""Heartfelt engraved wooden messages"",""Cute teddy bear with 'I Love You' sign"",""Fragrant soap rose flowers"",""Romantic greeting card included"",""Beautifully packaged heart-shaped tin""],""metadata"":{},""product_type"":""physical"",""seoDescription"":""Express your love with this romantic gift box set, featuring engraved hearts, teddy bear, soap roses, and a heartfelt greeting card. Perfect for any special occasion."",""seoTitle"":""Romantic Gift Box Set for Couples - V2 Gifts Gallery"",""shortDescription"":""A charming gift set with messages, teddy, soap roses, and a card."",""suggestedPrice"":999,""tags"":[""Romantic Gift"",""Valentine's Day"",""Anniversary Gift"",""Love Messages"",""Teddy Bear Gift"",""Soap Roses"",""Couple Gift"",""Gift for Her""],""title"":""Romantic Gift Box Set""}"
generate-product;2026-05-24 08:29:27.305365+00;2026-05-25 08:29:26.942+00;0;c3abd08ee650a217404adea8d5ab5b372fc9aa68d921dc21faacfc751296d0b9;"{""category"":""Home Decor"",""description"":""Bring a touch of cozy charm to your home with this adorable sleeping kitten showpiece. Crafted with soft, lifelike fur in white and ginger tones, this figurine depicts a peaceful cat curled up in a plush, textured bed. Its realistic appearance and serene posture make it a delightful decorative accent for any room. Perfect for cat lovers or as a thoughtful gift, it adds warmth and a sense of tranquility to your desk, shelf, or bedside table. Enjoy the comforting presence of a purr-fectly sleeping feline without any of the responsibilities!"",""highlights"":[""Lifelike sleeping kitten design"",""Soft, realistic fur texture"",""Cozy plush bed included"",""Perfect for home or office decor"",""Great gift for cat enthusiasts"",""Adds tranquility to any space""],""metadata"":{},""product_type"":""physical"",""seoDescription"":""Discover the charming sleeping kitten showpiece from V2 Gifts Gallery. Realistic fur and plush bed make it a perfect decorative accent or gift for cat lovers. Order now!"",""seoTitle"":""Adorable Sleeping Kitten Showpiece - V2 Gifts Gallery"",""shortDescription"":""Realistic sleeping kitten showpiece in a plush bed."",""suggestedPrice"":699,""tags"":[""Sleeping Cat"",""Kitten Showpiece"",""Decorative Figurine"",""Animal Decor"",""Lifelike Cat"",""Home Decor Gift"",""Cute Animal"",""Plush Cat""],""title"":""Adorable Sleeping Kitty Showpiece""}"
generate-product;2026-05-24 08:36:41.385415+00;2026-05-25 08:36:41.149+00;0;a5bd3f3856186c9f2c05130bf9b9de71d92557923852901dfdf2b8fb30ced83c;"{""category"":""Home Decor"",""description"":""Adorn your home with this exquisite and modern decorative vase, featuring a captivating design of two swans forming a heart shape. Crafted with a rich gold and black finish, this piece adds a touch of sophistication to any decor. Perfect for showcasing a single blossom or simply as a standalone artistic statement. Its unique shape and symbolic swans make it an ideal gift for weddings, anniversaries, or housewarmings, symbolizing love and companionship. Enhance your living room, bedroom, or office with this charming and eye-catching accent."",""highlights"":[""Unique swan couple heart design"",""Elegant gold and black finish"",""Adds modern flair to any room"",""Perfect for gifting on special occasions"",""Versatile decorative accent""],""metadata"":{},""product_type"":""physical"",""seoDescription"":""Buy this elegant gold and black decorative vase featuring a swan couple design for your living room, bedroom, or as a thoughtful gift."",""seoTitle"":""Elegant Swan Couple Decorative Vase for Home Decor"",""shortDescription"":""Stylish gold & black vase with swan heart design."",""suggestedPrice"":899,""tags"":[""Decorative Vase"",""Home Decor"",""Swan Statue"",""Gold Black Decor"",""Modern Vase"",""Gift Item"",""Tabletop Decor"",""Artistic Showpiece""],""title"":""Elegant Swan Couple Decorative Vase""}"
generate-product;2026-05-24 08:43:31.681397+00;2026-05-25 08:43:31.227+00;0;cd74c6a9958b3b0a2ed7b53b5396545bb17615abd81923bfa97472d333710002;"{""category"":""Home Decor"",""description"":""Celebrate love and cuteness with this adorable snow globe featuring a sweet couple figurine. Encased in a clear glass dome, the charming figures are surrounded by a sprinkle of glitter, creating a magical scene. The sturdy blue base is adorned with lovely pink heart-shaped balloons and the endearing message \""It's so cute.\"" This snow globe is a perfect gift to express affection for your partner, friend, or family member, adding a touch of romance and whimsy to any desk, shelf, or bedside table. A delightful keepsake for special occasions like anniversaries or Valentine's Day."",""highlights"":[""Adorable couple figurine inside"",""Charming glitter effect"",""Lovely heart balloon design"",""\""It's so cute\"" message"",""Perfect for gifting loved ones"",""Adds whimsy to any space""],""metadata"":{},""product_type"":""physical"",""seoDescription"":""Discover our adorable couple snow globe with heart accents. An ideal romantic gift and cute decoration for any special occasion."",""seoTitle"":""Cute Couple Snow Globe - Perfect Romantic Gift"",""shortDescription"":""Adorable snow globe featuring a cute couple and heart balloons."",""suggestedPrice"":899,""tags"":[""Snow Globe"",""Couple Gift"",""Romantic Gift"",""Cute Decoration"",""Love Keepsake"",""Valentine Gift"",""Anniversary Gift"",""Home Decor""],""title"":""Cute Couple Love Snow Globe""}"
generate-product;2026-05-24 08:47:25.733009+00;2026-05-25 08:47:25.496+00;0;c02c76ded6e015b48089afb49d3ea8c48458d0be0a61127ac00702eb019d3db4;"{""category"":""other"",""description"":""Transform your cherished memories into a magical display with this innovative Magic Mirror Photo Frame. When switched off, it functions as a sleek, reflective mirror, seamlessly blending with any decor. Turn it on, and watch as your favorite photograph illuminates from within, creating a stunning visual effect. Perfect for showcasing special moments, it adds a touch of enchantment to bedrooms, living rooms, or office desks. An ideal gift for birthdays, anniversaries, or special occasions, creating lasting impressions and sparking joy."",""highlights"":[""Dual function: Mirror & Photo Frame"",""Illuminates your favorite photo"",""Sleek and modern design"",""Perfect for gifting"",""Creates a magical ambiance"",""Easy to use""],""metadata"":{},""product_type"":""physical"",""seoDescription"":""Discover the Magic Mirror Photo Frame, a unique gift that transforms from a mirror to an illuminated photo display. Perfect for gifting loved ones."",""seoTitle"":""Magic Mirror Photo Frame - Illuminated Display Gift"",""shortDescription"":""Dual-function mirror and an illuminated photo frame."",""suggestedPrice"":799,""tags"":[""Magic Mirror Frame"",""LED Photo Frame"",""Personalized Gift"",""Romantic Gift"",""Home Decor"",""Tabletop Frame"",""Anniversary Gift"",""Birthday Gift""],""title"":""Magic Mirror Photo Frame""}"
generate-product;2026-05-25 08:34:46.29776+00;2026-05-26 08:34:45.949+00;0;0392b546c7e5c96603ae133c46bfaa0925eb3fe6bd53ce3f550386f22021520b;"{""category"":""food"",""description"":""Indulge in Bowlvita's vibrant Rainbow Basil Mozzarella Salad, a symphony of fresh flavors and textures. This wholesome salad features crisp green lettuce, juicy cherry tomatoes, sweet bell peppers, red cabbage, and aromatic basil leaves, all tossed together with creamy, bite-sized mozzarella pearls. A perfect blend of nutrition and taste, it makes for a refreshing meal or a delightful side dish. Packed with vitamins and antioxidants, this colorful salad offers a delicious way to enjoy a healthy lifestyle. Experience the goodness of farm-fresh ingredients in every spoonful."",""highlights"":[""Fresh, vibrant, and colorful"",""Creamy mozzarella pearls"",""Aromatic fresh basil"",""Rich in vitamins & antioxidants"",""Light and satisfying meal"",""Convenient and ready-to-eat""],""metadata"":{""allergens"":""Dairy (Mozzarella), May contain traces of nuts if prepared in a shared facility."",""ingredients"":""Green Lettuce, Cherry Tomatoes, Yellow Bell Pepper, Red Bell Pepper, Orange Bell Pepper, Red Cabbage, Fresh Basil Leaves, Mozzarella Cheese (pearls), Olive Oil (assumed dressing component), Salt, Black Pepper."",""nutritional_info"":""Approximate per 100g: Calories 150-200, Protein 8-12g, Carbohydrates 10-15g, Fat 8-12g, Fiber 3-5g. (Specific values can vary based on dressing and exact proportions)."",""shelf_life"":""3-4 days (Refrigerated)""},""product_type"":""food"",""seoDescription"":""Discover Bowlvita's Rainbow Basil Mozzarella Salad. A vibrant mix of fresh greens, bell peppers, tomatoes, basil, and creamy mozzarella pearls. Perfect for a healthy meal."",""seoTitle"":""Rainbow Basil Mozzarella Salad - Fresh & Healthy"",""shortDescription"":""Vibrant, fresh salad with mozzarella, basil, and mixed veggies."",""suggestedPrice"":299,""tags"":[""salad"",""rainbow salad"",""mozzarella"",""basil"",""healthy food"",""vegetarian"",""fresh salad"",""gourmet salad""],""title"":""Rainbow Basil Mozzarella Salad""}"
generate-product;2026-05-26 09:35:21.267369+00;2026-05-27 09:35:21.121+00;2;dee27b531504ffe3eea3b668b5d2b2955f430a9ea0b69dd7f5a13162b6b88832;"{""category"":""fashion"",""description"":""Drape yourself in the timeless elegance of this exquisite pink Banarasi silk saree. Handwoven with intricate golden zari work, it features traditional motifs that reflect India's rich textile heritage. The luxurious silk fabric drapes beautifully, offering comfort and a regal look for any special occasion. Perfect for weddings, festivals, or grand celebrations, this saree ensures you stand out with its vibrant color and opulent design. Experience the blend of tradition and sophistication with this must-have addition to your wardrobe."",""highlights"":[""Luxurious Banarasi Silk Fabric"",""Intricate Golden Zari Weaving"",""Vibrant Pink Color"",""Traditional Indian Motifs"",""Perfect for Festive Occasions"",""Elegant Drape and Feel""],""metadata"":{""care_instructions"":""Dry Clean Only"",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Banarasi Silk""},""product_type"":""fashion"",""seoDescription"":""Buy stunning pink Banarasi silk saree with intricate golden zari work. Perfect for weddings, festivals, and special occasions. Shop now at Hardik Store."",""seoTitle"":""Pink Banarasi Silk Saree with Zari Work | Hardik Store"",""shortDescription"":""Luxurious pink Banarasi silk saree with intricate golden zari work."",""suggestedPrice"":7999,""tags"":[""Banarasi Saree"",""Silk Saree"",""Pink Saree"",""Zari Work"",""Indian Traditional"",""Wedding Saree"",""Festival Wear"",""Ethnic Wear""],""title"":""Stunning Pink Banarasi Silk Saree""}"
generate-product;2026-05-27 09:26:23.628977+00;2026-05-28 09:26:22.993+00;0;7cbfb2b3152f049a022007c3f92aaff8df029955a175c424d4c5d12fd14f5247;"{""category"":""sarees"",""description"":""Drape yourself in the timeless elegance of this exquisite Maheshwari Silk Saree, featuring intricate hand-done Ajrakh block prints. The vibrant green body of the saree showcases delicate motifs, perfectly complemented by a rich black pallu adorned with striking white tree-of-life patterns and traditional red borders. Crafted from luxurious Maheshwari silk, known for its lightweight feel and subtle sheen, this saree promises both comfort and sophistication. Ideal for festive occasions, cultural events, or a refined everyday look, it brings a touch of traditional Indian artistry to your wardrobe."",""highlights"":[""Pure Maheshwari Silk fabric"",""Authentic Hand-done Ajrakh prints"",""Vibrant green body with intricate patterns"",""Rich black pallu with tree-of-life motifs"",""Lightweight and comfortable drape"",""Traditional Indian craftsmanship""],""metadata"":{""care_instructions"":""Dry clean only to preserve fabric and print."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Maheshwari Silk""},""product_type"":""fashion"",""seoDescription"":""Discover our stunning Maheshwari Silk Saree with authentic hand-done Ajrakh block prints. Perfect for festive and special occasions."",""seoTitle"":""Maheshwari Silk Saree - Hand-printed Ajrakh Design"",""shortDescription"":""Elegant Maheshwari silk saree with handcrafted Ajrakh block prints."",""suggestedPrice"":6800,""tags"":[""Maheshwari Silk Saree"",""Ajrakh Print"",""Handloom Saree"",""Traditional Indian Wear"",""Ethnic Fashion"",""Block Print Saree"",""Festive Saree"",""Silk Saree""],""title"":""Maheshwari Ajrakh Print Silk Saree""}"
generate-product;2026-05-28 11:15:42.962757+00;2026-05-29 11:15:42.8+00;0;0df2f51913f166c3f722c2d9d13f504a9aee9f9c50a70eb8b0131e4546b7a042;"{""category"":""Sarees"",""description"":""Drape yourself in elegance with our Pure Lavender Banarsi Moonga Silk Saree, embodying timeless Indian craftsmanship. This stunning saree is meticulously woven with exquisite silk thread Jaquard patterns, offering a luxurious texture and captivating shimmer. Made from natural, breathable Moonga silk, it promises comfort even during warm Indian summers, making it perfect for day-long events or special occasions. The vibrant lavender hue, complemented by intricate silver (or golden-silver toned, visually) zari work, creates a regal yet delicate appeal. Experience the blend of tradition and comfort with this exquisitely crafted Banarasi masterpiece from Indilipi."",""highlights"":[""Pure Lavender Moonga Silk"",""Intricate Silk Jaquard Weave"",""Luxurious & Breathable Fabric"",""Elegant Traditional Design"",""Ideal for Summers & Occasions"",""Handloom Craftsmanship""],""metadata"":{""care_instructions"":""Dry Clean Recommended"",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Pure Moonga Silk with Silk Thread Jaquard""},""product_type"":""fashion"",""seoDescription"":""Shop the exquisite Lavender Banarsi Moonga Silk Saree from Indilipi. Featuring silk thread Jaquard work and natural breathable fabric, perfect for Indian summers."",""seoTitle"":""Pure Lavender Banarsi Moonga Silk Saree | Indilipi"",""shortDescription"":""Elegant Lavender Banarsi Moonga Silk Saree with intricate Jaquard work."",""suggestedPrice"":12500,""tags"":[""Banarsi Saree"",""Moonga Silk"",""Lavender Saree"",""Jaquard Weave"",""Traditional Indian Wear"",""Summer Saree"",""Party Wear Saree"",""Indilipi Fashion""],""title"":""Lavender Banarsi Moonga Silk Saree""}"
generate-product;2026-05-31 12:29:46.139138+00;2026-06-01 12:29:45.939+00;0;9be963907c55e28fd198fc8fc129a703e2b08cb2f4de245d7708090b8943ad3f;"{""category"":""Sarees"",""description"":""Drape yourself in the timeless elegance of this Maheshwari Silk Saree, meticulously adorned with traditional Ajrakh hand block prints. The exquisite black and off-white patterns create a striking visual appeal, making it perfect for both festive occasions and sophisticated daily wear. Crafted from luxurious Maheshwari silk, known for its fine texture and lightweight feel, this saree offers unparalleled comfort and graceful drape. The intricate woven borders add a touch of classic charm, ensuring you stand out with understated beauty. Celebrate Indian heritage with this artful fusion of traditional craftsmanship and contemporary style, promising comfort and elegance all day long."",""highlights"":[""Authentic Maheshwari Silk fabric"",""Hand-done traditional Ajrakh prints"",""Lightweight and comfortable drape"",""Striking black and off-white patterns"",""Ideal for festive and casual occasions"",""Elegant woven border details""],""metadata"":{""care_instructions"":""Dry Clean Recommended"",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Maheshwari Silk""},""product_type"":""fashion"",""seoDescription"":""Discover the exquisite Maheshwari Silk Saree featuring authentic hand-done Ajrakh prints. Perfect for elegance and comfort. Shop now at Indilipi."",""seoTitle"":""Maheshwari Silk Saree with Hand Ajrakh Print - Indilipi"",""shortDescription"":""Elegant Maheshwari silk saree with intricate Ajrakh hand block prints."",""suggestedPrice"":7500,""tags"":[""Maheshwari Saree"",""Ajrakh Print"",""Silk Saree"",""Handloom"",""Traditional Indian Wear"",""Ethnic Saree"",""Black and White Saree"",""Occasion Wear""],""title"":""Maheshwari Ajrakh Print Saree""}"
generate-product;2026-05-31 12:34:43.685744+00;2026-06-01 12:34:43.113+00;0;b314e091b00b45b6b66957bcd982d9faf3b4849ee2f43dab5937f75fe3d272c0;"{""category"":""sarees"",""description"":""Drape yourself in the exquisite craftsmanship of this Maheshwari Silk Saree, adorned with authentic hand-done Ajrakh print. The fabric boasts a subtle sheen and a crisp texture, characteristic of high-quality Maheshwari silk, offering both luxurious feel and graceful drape. The intricate, traditional Ajrakh patterns in contrasting colors add a touch of artisanal elegance, making it perfect for festive occasions, cultural gatherings, or an elevated everyday look. Experience comfort, heritage, and timeless style with this unique piece."",""highlights"":[""Authentic Hand-done Ajrakh Print"",""Luxurious Maheshwari Silk"",""Elegant Sheen and Crisp Fabric"",""Perfect for Festive & Cultural Events"",""Traditional Indian Craftsmanship"",""Comfortable and Graceful Drape""],""metadata"":{""care_instructions"":""Dry clean recommended to preserve fabric quality and print."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Maheshwari Silk""},""product_type"":""fashion"",""seoDescription"":""Discover the exquisite Maheshwari Silk Saree featuring authentic hand-done Ajrakh print. Perfect for Indian festive wear and cultural occasions. Shop at Indilipi."",""seoTitle"":""Maheshwari Silk Saree with Hand Ajrakh Print | Indilipi"",""shortDescription"":""Elegant Maheshwari Silk Saree with hand-done Ajrakh print and a beautiful sheen."",""suggestedPrice"":6800,""tags"":[""Maheshwari Saree"",""Ajrakh Print"",""Silk Saree"",""Handloom Saree"",""Indian Ethnic Wear"",""Traditional Saree"",""Festive Saree"",""Printed Saree""],""title"":""Maheshwari Ajrakh Silk Saree""}"
generate-product;2026-06-01 11:54:20.288446+00;2026-06-02 11:54:19.929+00;0;d444507195cf05a28dd7c0547aea0e0252c3664cb1cf4d07c88dfee21923666f;"{""category"":""Sarees"",""description"":""Drape yourself in understated elegance with this exquisite Moonga Silk Banarasi Saree from Indilipi. Crafted from natural, breathable Moonga silk, this saree features delicate copper and silver thread Jaquard work that shimmers subtly. Its lightweight nature makes it an ideal choice for summer festivities and long events, ensuring comfort without compromising on traditional grandeur. The soft lavender hue exudes sophistication, making it perfect for special occasions. Experience the luxurious feel and timeless appeal of authentic Banarasi craftsmanship, a true testament to Indian heritage. Enhance your ethnic wardrobe with this graceful and versatile piece."",""highlights"":[""Premium Moonga Silk Fabric"",""Copper & Silver Jaquard Weave"",""Breathable & Lightweight"",""Elegant Lavender Hue"",""Traditional Banarasi Craft"",""Ideal for Festive Occasions""],""metadata"":{""care_instructions"":""Dry clean only to preserve fabric and zari."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Moonga Silk (with Copper and Silver Zari threads)""},""product_type"":""fashion"",""seoDescription"":""Discover the elegance of Indilipi's lavender Moonga silk Banarasi saree with exquisite copper and silver Jaquard work. Perfect for summer events."",""seoTitle"":""Lavender Moonga Silk Banarasi Saree | Copper-Silver Jaquard"",""shortDescription"":""Elegant lavender Moonga silk Banarasi saree with copper-silver Jaquard."",""suggestedPrice"":9500,""tags"":[""Banarasi Saree"",""Moonga Silk"",""Jaquard Saree"",""Summer Saree"",""Indian Traditional Wear"",""Lavender Saree"",""Party Wear Saree"",""Ethnic Saree""],""title"":""Moonga Silk Banarasi Saree""}"
generate-product;2026-06-02 00:25:55.471761+00;2026-06-10 10:23:35.477+00;0;19912516e298415f7165e2e77240503c95648b3f3ccf940b3c3002582c4e1ca7;"{""category"":""Sarees"",""description"":""Drape yourself in the timeless elegance of this Banarsi Moonga Silk Saree from Indilipi. Woven with exquisite copper and silver thread jacquard, this saree features a captivating pattern on a rich violet natural fabric. Its luxurious feel and breathable nature make it perfect for summer festivities and special occasions. The intricate weaving technique showcases traditional Indian craftsmanship, offering a unique blend of heritage and contemporary style. Experience comfort without compromising on grandeur, making every moment an affair to remember."",""highlights"":[""Exquisite Banarsi Moonga Silk"",""Lustrous Copper & Silver Thread Work"",""Luxurious Natural Fabric"",""Breathable & Comfortable"",""Traditional Jacquard Weave"",""Perfect for elegant occasions""],""metadata"":{""care_instructions"":""Dry clean only for lasting beauty."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Banarsi Moonga Silk with Copper and Silver Zari""},""product_type"":""fashion"",""seoDescription"":""Discover Indilipi's elegant violet Banarsi Moonga Silk Saree with stunning copper and silver thread jacquard work. Perfect for festive and special occasions."",""seoTitle"":""Violet Banarsi Moonga Silk Saree | Copper Silver Jacquard"",""shortDescription"":""Elegant violet Banarsi Moonga silk saree with copper-silver jacquard."",""suggestedPrice"":12500,""tags"":[""Banarsi Saree"",""Moonga Silk"",""Jacquard Saree"",""Violet Saree"",""Copper Silver Work"",""Traditional Indian"",""Breathable Saree"",""Festive Wear""],""title"":""Regal Violet Banarsi Moonga Saree""}"
generate-product;2026-06-02 09:58:02.841894+00;2026-06-03 09:58:02.667+00;0;7187aba322278cfabaf94ef0160c9faeb0feaa179ffa97147b67b3b5199f69ba;"{""category"":""Coffee & Beverages"",""description"":""Indulge in the exquisite charm of our Artisanal Latte, a true masterpiece crafted with precision and passion. Each cup is brewed from ethically sourced, premium Arabica coffee beans, delivering a rich, velvety body and a nuanced flavor profile. The delicate latte art showcases the skill of our baristas, turning every sip into an experience. Enjoy a moment of luxurious calm, ideal for starting your day or a midday escape. Its comforting aroma and smooth finish will awaken your senses and uplift your spirit."",""highlights"":[""Premium Arabica coffee beans"",""Expertly crafted latte art"",""Rich, velvety smooth texture"",""Perfect for a cozy break"",""Ethically sourced ingredients""],""metadata"":{""food"":{""allergens"":""Contains milk. May contain traces of nuts and soy due to shared equipment."",""ingredients"":""Brewed Arabica Coffee, Milk (Cow's milk), Water"",""nutritional_info"":""Approximate values per serving (200ml): Calories 120-180, Protein 6-8g, Fat 6-10g, Carbohydrates 8-12g. (Exact values may vary depending on milk type and sugar addition)"",""shelf_life"":""Best consumed within 15 minutes of preparation""}},""product_type"":""food"",""seoDescription"":""Experience the exquisite taste of LipSip Cafe's Artisanal Latte. Crafted with premium Arabica beans and beautiful latte art for a perfect coffee moment."",""seoTitle"":""Artisanal Latte - Rich & Velvety Coffee Experience"",""shortDescription"":""Handcrafted latte with beautiful art, rich Arabica coffee."",""suggestedPrice"":220,""tags"":[""Latte"",""Coffee"",""Arabica"",""Hot Beverage"",""Café"",""Artisanal Coffee"",""Specialty Coffee"",""Indian Coffee""],""title"":""Artisanal Latte Magic Mug""}"
generate-product;2026-06-12 08:25:58.755093+00;2026-06-13 08:25:58.619+00;0;3289c5660ed3fad96b73321f40379c5b3cc7763588e65b82f2b63d84b6c6e633;"{""category"":""Jewelry"",""description"":""Embrace timeless elegance with our collection of exquisite traditional gold bangles. Crafted with intricate detailing and adorned with vibrant gemstones, these bangles are perfect for adding a touch of cultural richness to any outfit. Made from high-quality faux gold material, they offer the opulent look of traditional jewelry without the hefty price tag. Ideal for festive occasions, weddings, or daily ethnic wear, these bangles are designed for comfort and durability, ensuring you shine brighter with every wear. A perfect gift for yourself or a loved one, symbolizing heritage and beauty."",""highlights"":[""Intricate traditional design"",""Adorned with colorful gemstones"",""High-quality gold-toned finish"",""Perfect for ethnic and festive occasions"",""Lightweight and comfortable"",""Elevates any traditional look""],""metadata"":{""care_instructions"":""Avoid contact with water, perfumes, and chemicals. Store in a dry, airtight box."",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Gold-plated alloy with artificial gemstones (ruby, emerald, uncut stones)""},""product_type"":""fashion"",""seoDescription"":""Discover exquisite traditional gold-toned bangles adorned with vibrant gemstones. Perfect for Indian festive wear and ethnic outfits. Shop now at PR Store."",""seoTitle"":""Traditional Gold Bangles - Intricate Design & Gemstones"",""shortDescription"":""Traditional gold-toned bangles with intricate designs and beautiful gemstones."",""suggestedPrice"":1299,""tags"":[""Traditional Bangles"",""Gold Plated"",""Indian Jewelry"",""Ethnic Wear"",""Festive Accessories"",""Temple Jewelry"",""Imitation Jewelry"",""Women's Bangles""],""title"":""Exquisite Traditional Gold Bangles""}"
generate-product;2026-06-13 13:23:34.269697+00;2026-06-14 13:23:33.954+00;0;26d060a0f78c4b280cbeab77a1917e79549892be6151569b7776976388581155;"{""category"":""Women's Ethnic Wear"",""description"":""Embrace timeless elegance with this beautiful lime green Anarkali set, perfect for festive occasions and celebrations. The exquisite ensemble features intricate embroidery on the neckline and borders of the kurta and dupatta, adding a touch of traditional charm. Crafted for comfort and style, the flowing silhouette of the Anarkali kurta flatters every body type, while the matching pants complete the sophisticated look. Step into any event with confidence and grace, making a memorable fashion statement with this stunning ethnic wear."",""highlights"":[""Vibrant lime green color"",""Intricate embroidery details"",""Flowing Anarkali silhouette"",""Complete set with kurta, dupatta, pants"",""Comfortable for all-day wear"",""Ideal for festive and wedding events""],""metadata"":{""care_instructions"":""Dry clean recommended or gentle hand wash"",""fit_type"":""Regular Fit"",""gender"":""Women"",""material"":""Faux Silk or Cotton Blend""},""product_type"":""fashion"",""seoDescription"":""Shop this stunning lime green Anarkali suit featuring intricate embroidery. Perfect for festive occasions and traditional events. Comfortable and stylish ethnic wear for women."",""seoTitle"":""Lime Green Anarkali Suit with Embroidery | Festive Wear"",""shortDescription"":""Elegant lime green embroidered Anarkali suit with matching dupatta and pants."",""suggestedPrice"":3499,""tags"":[""Anarkali"",""Ethnic Wear"",""Lime Green"",""Embroidered Suit"",""Women's Fashion"",""Festive Outfit"",""Kurta Set"",""Traditional Dress""],""title"":""Charming Lime Green Anarkali Set""}"
